dataset,method,mean_acc,std_acc,mean_worst,std_worst,weight_entropy_last,weight_max_last,weight_entropy_mean,weight_max_mean
breast_cancer,coral,0.9532163742690059,0.018260228065492403,0.9532163742690059,0.018260228065492403,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
breast_cancer,erm,0.9561403508771931,0.023208344833899913,0.9561403508771931,0.023208344833899913,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
breast_cancer,groupdro,0.9561403508771931,0.023208344833899913,0.9561403508771931,0.023208344833899913,1.0954854885737102,0.3651852508385976,1.0975579885641735,0.34766334185997644
breast_cancer,ipdr,0.9502923976608187,0.02025790418209213,0.9502923976608187,0.02025790418209213,1.0985851287841797,0.3365723341703415,1.0985753528277078,0.3365637223919233
breast_cancer,ipdr_inv,0.9502923976608187,0.02025790418209213,0.9502923976608187,0.02025790418209213,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
breast_cancer,ipdr_no_ent,0.9502923976608187,0.005064476045522985,0.9502923976608187,0.005064476045522985,0.0,1.0,0.0,1.0
breast_cancer,irm,0.9590643274853802,0.02025790418209213,0.9590643274853802,0.02025790418209213,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
breast_cancer,rex,0.9561403508771931,0.023208344833899913,0.9561403508771931,0.023208344833899913,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
breast_cancer,swad,0.9532163742690059,0.018260228065492403,0.9532163742690059,0.018260228065492403,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
colored_mnist,coral,0.9334000000000001,0.004975942121849852,0.9334000000000001,0.004975942121849852,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
colored_mnist,erm,0.9309333333333334,0.0025006665778014906,0.9309333333333334,0.0025006665778014906,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
colored_mnist,groupdro,0.9322,0.00341174442184639,0.9322,0.00341174442184639,1.0348990299762824,0.4750105012685825,1.0180273733077903,0.4929683960655815
colored_mnist,ipdr,0.9344666666666667,0.004080849584747388,0.9344666666666667,0.004080849584747388,1.0986123039172246,0.3333472724144275,1.0984506032915198,0.3367547631391093
colored_mnist,ipdr_inv,0.9357333333333333,0.0050212880153733845,0.9357333333333333,0.0050212880153733845,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
colored_mnist,ipdr_no_ent,0.9321999999999999,0.009236882591004388,0.9321999999999999,0.009236882591004388,0.0,1.0,0.0,1.0
colored_mnist,irm,0.9304666666666668,0.0025006665778014633,0.9304666666666668,0.0025006665778014633,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
colored_mnist,rex,0.9312,0.0037040518354904497,0.9312,0.0037040518354904497,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
colored_mnist,swad,0.9309333333333333,0.0029280255007997184,0.9309333333333333,0.0029280255007997184,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
rotated_mnist,coral,0.7514333333333333,0.004705670338361301,0.6230666666666667,0.006047589051294214,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
rotated_mnist,erm,0.7321,0.009031611151948494,0.5978,0.012204917041913892,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
rotated_mnist,groupdro,0.7366999999999999,0.007617742447733437,0.6021333333333333,0.009679531669111495,1.0807336018635676,0.4097148474210348,1.0385127949663715,0.4513662611826872
rotated_mnist,ipdr,0.7629666666666667,0.004301550108197445,0.6386666666666666,0.007637626158259719,1.0986083807089388,0.3344382219589674,1.0985104505322936,0.3374532718816374
rotated_mnist,ipdr_inv,0.7633,0.008252878285786124,0.6398,0.013224220203853247,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
rotated_mnist,ipdr_no_ent,0.7629,0.003559494346111483,0.6386,0.006219324722186467,0.0,1.0,0.0,1.0
rotated_mnist,irm,0.7207666666666667,0.00577436865235783,0.5843333333333334,0.008443537963042034,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
rotated_mnist,rex,0.7319666666666667,0.008592050589546927,0.5974,0.013187873217467595,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
rotated_mnist,swad,0.7314333333333334,0.008251868475280774,0.5982,0.011194641575325246,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
synthetic_spurious,coral,0.9233055555555557,0.008410613885200379,0.9233055555555557,0.008410613885200379,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
synthetic_spurious,erm,0.9227222222222222,0.008748147952143561,0.9227222222222222,0.008748147952143561,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
synthetic_spurious,groupdro,0.9425833333333333,0.007145802963978239,0.9425833333333333,0.007145802963978239,0.6779793770082536,0.7651172978903658,0.8465260343846456,0.6397629716063058
synthetic_spurious,ipdr,0.9249444444444445,0.008401526536775781,0.9249444444444445,0.008401526536775781,1.0984858466732887,0.34002905955878643,1.0982957773311164,0.34329333973507725
synthetic_spurious,ipdr_inv,0.9242777777777778,0.008256871436925994,0.9242777777777778,0.008256871436925994,1.0986123085021973,0.3333333432674408,1.0986123085021973,0.3333333432674408
